         244222054 function calls (244208003 primitive calls) in 83.528 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      146    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:994(set_linewidth)
       80    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:1633(raise_if_exceeds)
       30    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:860(_request_autoscale_view)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/h5py/_hl/filters.py:294(get_filters)
       34    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:196(_set_labelrotation)
        2    0.000    0.000    0.002    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/legend.py:808(_init_legend_box)
       28    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:2889(__init__)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
      109    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:1025(get_hatch_path)
       50    0.000    0.000    0.004    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:1025(get_path)
      227    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       28    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:555(_get_data_path)
      436    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/text.py:1351(get_parse_math)
       58    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexing.py:2609(check_dict_or_set_indexers)
       33    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/internals/managers.py:1873(from_array)
      120    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:1098(set_gapcolor)
       28    0.000    0.000    0.003    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:1403(contains_branch_seperately)
       94    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/_config/config.py:610(_get_deprecated_option)
       50    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:1097(set_label)
       90    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:632(get_snap)
        1    0.000    0.000    1.014    1.014 /scrfs/storage/btm002/home/local/src/SNPio/snpio/read_input/popmap_file.py:92(get_pop_counts)
        1    0.000    0.000    0.001    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/algorithms.py:800(value_counts)
       17    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:226(connect)
       94    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:716(_get_transformed_path)
       37    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/patches.py:384(set_linewidth)
      372    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/BmpImagePlugin.py:1(<module>)
      220    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/cycler.py:239(__iter__)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/function_base.py:24(linspace)
       63    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/pathlib.py:239(splitroot)
      120    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:1219(set_markerfacecolor)
       71    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1494(_is_dtype_type)
       30    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:1802(transform_path_affine)
       38    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:246(frozen)
       16    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:444(_apply_tickdir)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:1070(take)
       78    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:1720(<genexpr>)
       78    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:7072(ensure_index)
       36    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:1007(set_alpha)
       47    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/_config/config.py:134(_get_option)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       18    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:505(_apply_tickdir)
       14    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/groupby.py:663(_get_indices)
       67    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:7167(maybe_extract_name)
        1    0.000    0.000    0.000    0.000 /scrfs/storage/btm002/home/local/src/SNPio/snpio/read_input/popmap_file.py:218(_flip_dictionary)
     24/4    0.000    0.000    0.016    0.004 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:31(draw_wrapper)
      241    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/font_manager.py:839(set_file)
        2    0.000    0.000    0.002    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:4326(<listcomp>)
        1    0.000    0.000    0.000    0.000 pysam/libcbcf.pyx:3796(__init__)
      133    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/dtypes/inference.py:328(is_hashable)
       30    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/_collections_abc.py:828(__contains__)
        4    0.000    0.000    0.024    0.006 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/legend.py:708(draw)
       53    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/series.py:621(name)
       80    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/_collections_abc.py:928(__iter__)
        1    0.000    0.000    0.000    0.000 pysam/libcbcf.pyx:267(char_array_to_tuple)
       70    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/ma/core.py:587(filled)
      9/7    0.000    0.000    0.009    0.001 <frozen importlib._bootstrap>:1022(_find_and_load)
      144    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/spines.py:551(__getattr__)
      292    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:618(get_gid)
      101    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/_methods.py:47(_sum)
      104    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/font_manager.py:1062(get_default_size)
      170    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:875(__len__)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:266(_isna_array)
      182    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1909(_format_with_dict)
       64    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
       33    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/generic.py:723(_set_axis)
       36    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:1977(clear)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/gridspec.py:228(__getitem__)
       18    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:1051(get_yaxis_text2_transform)
        1    0.000    0.000    0.760    0.760 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:2241(print_figure)
       14    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/internals/managers.py:2119(create_block_manager_from_column_arrays)
       75    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/flags.py:49(__init__)
       14    0.000    0.000    0.003    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/series.py:521(_init_dict)
       33    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2305(maybe_coerce_values)
       98    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/getlimits.py:612(tiny)
       56    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/markers.py:318(get_joinstyle)
       71    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/construction.py:396(extract_array)
       92    0.000    0.000    0.011    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:1205(update)
       14    0.000    0.000    0.003    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:347(_makeline)
        2    0.000    0.000    0.245    0.122 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:3155(draw)
      325    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/path.py:225(codes)
       56    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:2772(get_transformed_points_and_affine)
        1    0.000    0.000    0.001    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_axes.py:2221(<listcomp>)
       56    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:932(get_markeredgecolor)
       43    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/dtypes/common.py:653(is_integer_dtype)
      136    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/enum.py:786(__reduce_ex__)
      134    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/text.py:1339(set_parse_math)
       30    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:189(_isna)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/series.py:3453(sort_values)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/shape_base.py:81(atleast_2d)
       35    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/pathlib.py:608(_format_parsed_parts)
       52    0.000    0.000    0.000    0.000 {method 'add_index_reference' of 'pandas._libs.internals.BlockValuesRefs' objects}
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:3026(set_size_inches)
        2    0.000    0.000    0.000    0.000 {method 'factorize' of 'pandas._libs.hashtable.StringHashTable' objects}
      318    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:2130(get_matrix)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:790(get_grouper)
      300    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:359(<genexpr>)
      9/7    0.000    0.000    0.007    0.001 <frozen importlib._bootstrap>:664(_load_unlocked)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/_asarray.py:27(require)
       22    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/offsetbox.py:54(get_offset)
       94    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:2799(get_affine)
      120    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:540(set_markevery)
      401    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:748(<lambda>)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
       81    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1881(nonzero)
        9    0.000    0.000    0.000    0.000 {h5py.h5t.string_dtype}
       80    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/offsetbox.py:339(get_visible_children)
       46    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/patches.py:273(get_patch_transform)
      218    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:730(get_path_effects)
       16    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:971(get_xaxis_text2_transform)
      120    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:1229(set_markerfacecoloralt)
